"","cell_id","Epithelial_cluster","inferCNV_annotation"
"619","C11_B000862","epithelial 16","tumor"
"620","C11_B000863","epithelial 16","tumor"
"621","C11_B001554","epithelial 7","nontumor"
"622","C11_B001556","epithelial 11","tumor"
"623","C11_B003129","epithelial 9","nontumor"
"624","C11_B003527","epithelial 8","tumor"
"625","C11_B003529","epithelial 4","tumor"
"626","C11_B003577","epithelial 17","tumor"
"627","C12_10001000325","epithelial 11","tumor"
"628","C12_1001000340","epithelial 13","tumor"
"629","C12_1001000407","epithelial 0","tumor"
"630","C12_1001000408","epithelial 0","tumor"
"631","C12_1001000412","epithelial 0","tumor"
"632","C12_B002078","epithelial 6","tumor"
"633","C12_B003116","epithelial 3","tumor"
"634","C12_B003129","epithelial 9","nontumor"
"635","C12_B003527","epithelial 4","tumor"
"636","C12_B003771","epithelial 9","nontumor"
"637","C12_B003930","epithelial 14","nontumor"
"638","C13_1001000407","epithelial 0","tumor"
"639","C13_1001000408","epithelial 0","tumor"
"640","C13_1001000412","epithelial 0","tumor"
"641","C13_B000422","epithelial 6","tumor"
"642","C13_B003112","epithelial 3","tumor"
"643","C13_B003116","epithelial 3","tumor"
"644","C13_B003129","epithelial 9","nontumor"
"645","C13_B003518","epithelial 4","tumor"
"646","C13_B003527","epithelial 8","tumor"
"647","C13_B003771","epithelial 20","tumor"
"648","C13_B003775","epithelial 5","tumor"
"649","C14_1001000339","epithelial 13","tumor"
"650","C14_1001000407","epithelial 0","tumor"
"651","C14_1001000408","epithelial 11","tumor"
"652","C14_1001000412","epithelial 2","tumor"
"653","C14_B000420","epithelial 6","tumor"
"654","C14_B002079","epithelial 6","tumor"
"655","C14_B003116","epithelial 15","nontumor"
"656","C14_B003191","epithelial 7","nontumor"
"657","C14_B003518","epithelial 4","tumor"
"658","C14_B003527","epithelial 4","tumor"
"659","C14_B003588","epithelial 4","tumor"
"660","C14_B003776","epithelial 5","tumor"
"661","C14_B003777","epithelial 2","tumor"
"662","C14_B003894","epithelial 20","tumor"
"663","C15_1001000339","epithelial 13","tumor"
"664","C15_1001000407","epithelial 0","tumor"
"665","C15_1001000412","epithelial 11","tumor"
"666","C15_B000422","epithelial 3","tumor"
"667","C15_B002078","epithelial 1","nontumor"
"668","C15_B002079","epithelial 6","tumor"
"669","C15_B003105","epithelial 14","nontumor"
"670","C15_B003112","epithelial 15","nontumor"
"671","C15_B003116","epithelial 3","nontumor"
"672","C15_B003120","epithelial 22","nontumor"
"673","C15_B003129","epithelial 1","nontumor"
"674","C15_B003518","epithelial 4","nontumor"
"675","C15_B003527","epithelial 4","tumor"
"676","C15_B003588","epithelial 2","nontumor"
"677","C15_B003771","epithelial 20","tumor"
"678","C15_B003775","epithelial 5","tumor"
"679","C15_B003776","epithelial 5","tumor"
"680","C15_B003777","epithelial 5","tumor"
"681","C16_1001000407","epithelial 0","tumor"
"682","C16_1001000408","epithelial 0","tumor"
"683","C16_1001000411","epithelial 0","tumor"
"684","C16_1001000412","epithelial 0","tumor"
"685","C16_B000420","epithelial 6","nontumor"
"686","C16_B002077","epithelial 6","tumor"
"687","C16_B003103","epithelial 9","nontumor"
"688","C16_B003105","epithelial 14","nontumor"
"689","C16_B003112","epithelial 3","nontumor"
"690","C16_B003116","epithelial 3","tumor"
"691","C16_B003120","epithelial 3","tumor"
"692","C16_B003191","epithelial 7","nontumor"
"693","C16_B003518","epithelial 8","tumor"
"694","C16_B003527","epithelial 4","tumor"
"695","C16_B003654","epithelial 10","tumor"
"696","C16_B003656","epithelial 11","nontumor"
"697","C16_B003776","epithelial 5","tumor"
"698","C16_B003777","epithelial 5","tumor"
"699","C16_B003920","epithelial 1","nontumor"
"700","C16_B003930","epithelial 14","nontumor"
"701","C17_1001000407","epithelial 0","tumor"
"702","C17_1001000408","epithelial 0","tumor"
"703","C17_1001000412","epithelial 0","tumor"
"704","C17_B000420","epithelial 2","nontumor"
"705","C17_B003112","epithelial 15","nontumor"
"706","C17_B003116","epithelial 3","nontumor"
"707","C17_B003120","epithelial 3","tumor"
"708","C17_B003129","epithelial 9","nontumor"
"709","C17_B003518","epithelial 4","tumor"
"710","C17_B003522","epithelial 4","nontumor"
"711","C17_B003527","epithelial 4","tumor"
"712","C17_B003588","epithelial 4","tumor"
"713","C17_B003656","epithelial 11","nontumor"
"714","C17_B003775","epithelial 5","tumor"
"715","C17_B003776","epithelial 5","tumor"
"716","C17_B003777","epithelial 5","tumor"
"717","C18_1001000339","epithelial 13","tumor"
"718","C18_1001000407","epithelial 0","tumor"
"719","C18_1001000408","epithelial 0","tumor"
"720","C18_1001000412","epithelial 11","tumor"
"721","C18_B001460","epithelial 9","nontumor"
"722","C18_B002079","epithelial 6","tumor"
"723","C18_B002097","epithelial 7","nontumor"
"724","C18_B003112","epithelial 3","tumor"
"725","C18_B003116","epithelial 3","tumor"
"726","C18_B003129","epithelial 9","nontumor"
"727","C18_B003518","epithelial 4","tumor"
"728","C18_B003527","epithelial 8","tumor"
"729","C18_B003529","epithelial 2","nontumor"
"730","C18_B003656","epithelial 11","nontumor"
"731","C18_B003776","epithelial 5","tumor"
"732","C18_B003777","epithelial 5","tumor"
"733","C18_B003930","epithelial 14","nontumor"
"734","C19_1001000339","epithelial 13","tumor"
"735","C19_1001000340","epithelial 13","tumor"
"736","C19_1001000407","epithelial 0","tumor"
"737","C19_1001000408","epithelial 0","tumor"
"738","C19_1001000412","epithelial 0","tumor"
"739","C19_B000420","epithelial 6","tumor"
"740","C19_B002079","epithelial 3","tumor"
"741","C19_B002097","epithelial 1","nontumor"
"742","C19_B003112","epithelial 3","tumor"
"743","C19_B003116","epithelial 3","tumor"
"744","C19_B003120","epithelial 3","tumor"
"745","C19_B003129","epithelial 9","nontumor"
"746","C19_B003522","epithelial 8","tumor"
"747","C19_B003527","epithelial 4","tumor"
"748","C19_B003529","epithelial 4","tumor"
"749","C19_B003656","epithelial 11","nontumor"
"750","C19_B003777","epithelial 5","tumor"
"751","C19_B003920","epithelial 20","tumor"
"752","C1_1001000317","epithelial 11","tumor"
"753","C1_1001000408","epithelial 0","tumor"
"754","C1_B000862","epithelial 14","nontumor"
"755","C1_B000863","epithelial 16","tumor"
"756","C1_B001474","epithelial 2","tumor"
"757","C1_B001558","epithelial 1","nontumor"
"758","C1_B003115","epithelial 2","tumor"
"759","C1_B003126","epithelial 10","tumor"
"760","C1_B003129","epithelial 10","tumor"
"761","C1_B003191","epithelial 7","nontumor"
"762","C1_B003577","epithelial 2","nontumor"
"763","C1_B003995","epithelial 3","tumor"
"764","C20_1001000340","epithelial 13","tumor"
"765","C20_1001000407","epithelial 0","tumor"
"766","C20_1001000408","epithelial 0","tumor"
"767","C20_B000420","epithelial 6","nontumor"
"768","C20_B002073","epithelial 1","nontumor"
"769","C20_B002079","epithelial 6","tumor"
"770","C20_B003112","epithelial 3","tumor"
"771","C20_B003116","epithelial 3","tumor"
"772","C20_B003120","epithelial 3","tumor"
"773","C20_B003129","epithelial 9","nontumor"
"774","C20_B003518","epithelial 8","tumor"
"775","C20_B003527","epithelial 4","tumor"
"776","C20_B003529","epithelial 4","tumor"
"777","C20_B003654","epithelial 2","tumor"
"778","C20_B003656","epithelial 11","nontumor"
"779","C20_B003775","epithelial 5","tumor"
"780","C21_1001000407","epithelial 0","tumor"
"781","C21_1001000408","epithelial 0","tumor"
"782","C21_1001000412","epithelial 0","tumor"
"783","C21_B002079","epithelial 2","nontumor"
"784","C21_B003105","epithelial 14","nontumor"
"785","C21_B003116","epithelial 3","tumor"
"786","C21_B003120","epithelial 3","tumor"
"787","C21_B003129","epithelial 9","nontumor"
"788","C21_B003529","epithelial 2","nontumor"
"789","C21_B003656","epithelial 11","nontumor"
"790","C21_B003776","epithelial 5","tumor"
"791","C21_B003995","epithelial 1","nontumor"
"792","C22_1001000339","epithelial 13","tumor"
"793","C22_1001000340","epithelial 13","tumor"
"794","C22_1001000407","epithelial 0","tumor"
"795","C22_1001000408","epithelial 0","tumor"
"796","C22_1001000412","epithelial 0","tumor"
"797","C22_B000862","epithelial 16","tumor"
"798","C22_B002079","epithelial 6","tumor"
"799","C22_B003067","epithelial 2","tumor"
"800","C22_B003112","epithelial 3","tumor"
"801","C22_B003116","epithelial 3","tumor"
"802","C22_B003120","epithelial 3","tumor"
"803","C22_B003129","epithelial 9","nontumor"
"804","C22_B003518","epithelial 4","tumor"
"805","C22_B003527","epithelial 4","tumor"
"806","C22_B003647","epithelial 19","tumor"
"807","C22_B003656","epithelial 11","nontumor"
"808","C22_B003775","epithelial 2","tumor"
"809","C2_1001000340","epithelial 13","tumor"
"810","C2_1001000407","epithelial 0","tumor"
"811","C2_1001000408","epithelial 0","tumor"
"812","C2_1001000412","epithelial 0","tumor"
"813","C2_B000861","epithelial 14","nontumor"
"814","C2_B000862","epithelial 16","tumor"
"815","C2_B000863","epithelial 16","tumor"
"816","C2_B003129","epithelial 1","nontumor"
"817","C2_B003187","epithelial 10","tumor"
"818","C2_B003191","epithelial 1","nontumor"
"819","C2_B003648","epithelial 19","tumor"
"820","C3_1001000327","epithelial 11","tumor"
"821","C3_1001000408","epithelial 0","tumor"
"822","C3_B000579","epithelial 25","tumor"
"823","C3_B000860","epithelial 14","tumor"
"824","C3_B000861","epithelial 16","tumor"
"825","C3_B000863","epithelial 16","tumor"
"826","C3_B003115","epithelial 2","nontumor"
"827","C3_B003129","epithelial 10","tumor"
"828","C3_B003187","epithelial 10","tumor"
"829","C4_10001000325","epithelial 11","tumor"
"830","C4_1001000302","epithelial 2","tumor"
"831","C4_1001000317","epithelial 11","tumor"
"832","C4_1001000407","epithelial 0","tumor"
"833","C4_1001000412","epithelial 0","tumor"
"834","C4_B000863","epithelial 14","tumor"
"835","C4_B001474","epithelial 5","tumor"
"836","C4_B001554","epithelial 1","nontumor"
"837","C4_B003115","epithelial 2","nontumor"
"838","C4_B003126","epithelial 1","nontumor"
"839","C4_B003129","epithelial 10","tumor"
"840","C4_B003191","epithelial 10","tumor"
"841","C5_1001000317","epithelial 11","tumor"
"842","C5_1001000327","epithelial 11","tumor"
"843","C5_1001000408","epithelial 0","tumor"
"844","C5_B000862","epithelial 16","tumor"
"845","C5_B000863","epithelial 16","tumor"
"846","C5_B001464","epithelial 18","tumor"
"847","C5_B003125","epithelial 10","tumor"
"848","C5_B003129","epithelial 10","tumor"
"849","C5_B003132","epithelial 1","nontumor"
"850","C5_B003187","epithelial 3","tumor"
"851","C5_B003191","epithelial 1","nontumor"
"852","C5_B003647","epithelial 19","tumor"
"853","C5_B003648","epithelial 2","nontumor"
"854","C5_B003659","epithelial 9","nontumor"
"855","C6_1001000317","epithelial 11","tumor"
"856","C6_1001000408","epithelial 0","tumor"
"857","C6_1001000412","epithelial 0","tumor"
"858","C6_B000862","epithelial 16","tumor"
"859","C6_B000863","epithelial 16","tumor"
"860","C6_B001545","epithelial 11","tumor"
"861","C6_B001548","epithelial 2","nontumor"
"862","C6_B001556","epithelial 11","tumor"
"863","C6_B003129","epithelial 1","nontumor"
"864","C6_B003132","epithelial 1","nontumor"
"865","C6_B003187","epithelial 10","tumor"
"866","C6_B003527","epithelial 4","tumor"
"867","C6_B003648","epithelial 19","tumor"
"868","C6_B003659","epithelial 9","nontumor"
"869","C7_1001000317","epithelial 11","tumor"
"870","C7_1001000407","epithelial 0","tumor"
"871","C7_1001000408","epithelial 11","tumor"
"872","C7_1001000412","epithelial 0","tumor"
"873","C7_B001548","epithelial 2","nontumor"
"874","C7_B001556","epithelial 2","nontumor"
"875","C7_B001558","epithelial 1","nontumor"
"876","C7_B003119","epithelial 15","nontumor"
"877","C7_B003125","epithelial 10","nontumor"
"878","C7_B003129","epithelial 1","nontumor"
"879","C7_B003132","epithelial 7","nontumor"
"880","C7_B003191","epithelial 1","nontumor"
"881","C7_B003518","epithelial 8","tumor"
"882","C7_B003523","epithelial 17","tumor"
"883","C7_B003527","epithelial 4","tumor"
"884","C7_B003528","epithelial 1","nontumor"
"885","C7_B003648","epithelial 19","tumor"
"886","C8_1001000340","epithelial 13","tumor"
"887","C8_1001000407","epithelial 0","tumor"
"888","C8_1001000408","epithelial 0","tumor"
"889","C8_1001000412","epithelial 0","tumor"
"890","C8_B000863","epithelial 16","tumor"
"891","C8_B001548","epithelial 2","nontumor"
"892","C8_B001556","epithelial 11","tumor"
"893","C8_B001558","epithelial 3","tumor"
"894","C8_B003119","epithelial 3","nontumor"
"895","C8_B003129","epithelial 9","nontumor"
"896","C8_B003518","epithelial 4","tumor"
"897","C8_B003523","epithelial 17","tumor"
"898","C8_B003527","epithelial 4","tumor"
"899","C8_B003528","epithelial 1","nontumor"
"900","C8_B003577","epithelial 1","nontumor"
"901","C8_B003659","epithelial 19","tumor"
"902","C9_1001000317","epithelial 11","tumor"
"903","C9_1001000340","epithelial 13","tumor"
"904","C9_1001000407","epithelial 0","tumor"
"905","C9_1001000408","epithelial 0","tumor"
"906","C9_1001000412","epithelial 0","tumor"
"907","C9_B000860","epithelial 14","nontumor"
"908","C9_B000863","epithelial 16","tumor"
"909","C9_B001470","epithelial 15","nontumor"
"910","C9_B001545","epithelial 2","nontumor"
"911","C9_B003119","epithelial 15","nontumor"
"912","C9_B003518","epithelial 4","tumor"
"913","C9_B003523","epithelial 1","nontumor"
"914","C9_B003527","epithelial 8","tumor"
"915","C9_B003528","epithelial 17","tumor"
"916","C9_B003529","epithelial 2","nontumor"
"917","C9_B003588","epithelial 4","tumor"
"918","D10_1001000327","epithelial 2","nontumor"
"919","D10_1001000407","epithelial 0","tumor"
"920","D10_1001000408","epithelial 0","tumor"
"921","D10_1001000412","epithelial 0","tumor"
"922","D10_B000573","epithelial 21","tumor"
"923","D10_B000860","epithelial 14","tumor"
"924","D10_B000862","epithelial 16","tumor"
"925","D10_B001470","epithelial 9","nontumor"
"926","D10_B001474","epithelial 5","tumor"
"927","D10_B001475","epithelial 5","tumor"
"928","D10_B001545","epithelial 2","tumor"
"929","D10_B001554","epithelial 1","nontumor"
"930","D10_B001558","epithelial 3","tumor"
"931","D10_B003119","epithelial 3","tumor"
"932","D10_B003523","epithelial 11","tumor"
"933","D10_B003527","epithelial 4","tumor"
"934","D10_B003528","epithelial 17","tumor"
"935","D10_B003529","epithelial 8","tumor"
"936","D10_B003588","epithelial 2","nontumor"
"937","D11_1001000317","epithelial 2","nontumor"
"938","D11_1001000340","epithelial 13","tumor"
"939","D11_1001000407","epithelial 0","tumor"
"940","D11_1001000408","epithelial 0","tumor"
"941","D11_1001000412","epithelial 0","tumor"
"942","D11_B000861","epithelial 14","nontumor"
"943","D11_B000862","epithelial 14","tumor"
"944","D11_B001474","epithelial 5","tumor"
"945","D11_B002077","epithelial 6","tumor"
"946","D11_B002079","epithelial 6","tumor"
"947","D11_B003518","epithelial 4","nontumor"
"948","D11_B003527","epithelial 8","tumor"
"949","D11_B003588","epithelial 8","nontumor"
"950","D12_1001000327","epithelial 2","tumor"
"951","D12_1001000407","epithelial 0","tumor"
"952","D12_1001000408","epithelial 0","tumor"
"953","D12_1001000412","epithelial 0","tumor"
"954","D12_B000862","epithelial 16","tumor"
"955","D12_B003116","epithelial 15","nontumor"
"956","D12_B003119","epithelial 3","nontumor"
"957","D12_B003120","epithelial 3","tumor"
"958","D12_B003518","epithelial 4","tumor"
"959","D12_B003527","epithelial 8","tumor"
"960","D12_B003529","epithelial 8","tumor"
"961","D12_B003588","epithelial 2","nontumor"
"962","D12_B003775","epithelial 2","tumor"
"963","D12_B003776","epithelial 5","tumor"
"964","D12_B003777","epithelial 2","tumor"
"965","D13_1001000340","epithelial 13","tumor"
"966","D13_1001000407","epithelial 0","tumor"
"967","D13_1001000408","epithelial 0","tumor"
"968","D13_1001000412","epithelial 0","tumor"
"969","D13_B000422","epithelial 6","tumor"
"970","D13_B001007","epithelial 2","nontumor"
"971","D13_B001470","epithelial 9","nontumor"
"972","D13_B001557","epithelial 2","nontumor"
"973","D13_B002077","epithelial 6","tumor"
"974","D13_B003112","epithelial 3","tumor"
"975","D13_B003116","epithelial 3","tumor"
"976","D13_B003120","epithelial 3","tumor"
"977","D13_B003518","epithelial 4","tumor"
"978","D13_B003527","epithelial 8","tumor"
"979","D13_B003775","epithelial 2","tumor"
"980","D13_B003776","epithelial 5","tumor"
"981","D14_1001000339","epithelial 13","tumor"
"982","D14_1001000407","epithelial 0","tumor"
"983","D14_1001000408","epithelial 0","tumor"
"984","D14_1001000412","epithelial 0","tumor"
"985","D14_B000422","epithelial 6","tumor"
"986","D14_B001470","epithelial 9","nontumor"
"987","D14_B002073","epithelial 7","nontumor"
"988","D14_B002074","epithelial 1","nontumor"
"989","D14_B002077","epithelial 2","nontumor"
"990","D14_B003112","epithelial 3","tumor"
"991","D14_B003116","epithelial 3","tumor"
"992","D14_B003125","epithelial 10","tumor"
"993","D14_B003518","epithelial 4","tumor"
"994","D14_B003527","epithelial 8","tumor"
"995","D14_B003529","epithelial 4","tumor"
"996","D14_B003588","epithelial 4","tumor"
"997","D14_B003776","epithelial 5","tumor"
"998","D15_1001000407","epithelial 0","tumor"
"999","D15_1001000408","epithelial 11","tumor"
"1000","D15_1001000412","epithelial 0","tumor"
"1001","D15_B000420","epithelial 6","tumor"
"1002","D15_B000422","epithelial 6","tumor"
"1003","D15_B001007","epithelial 2","nontumor"
"1004","D15_B002074","epithelial 1","nontumor"
"1005","D15_B002078","epithelial 6","tumor"
"1006","D15_B002079","epithelial 6","tumor"
"1007","D15_B002097","epithelial 1","nontumor"
"1008","D15_B003112","epithelial 3","tumor"
"1009","D15_B003116","epithelial 18","tumor"
"1010","D15_B003120","epithelial 3","tumor"
"1011","D15_B003125","epithelial 10","tumor"
