lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
PKMYT1	0	0	0	0	0	3.76923884531365	0
MYBL2	0	0	0	0	0	3.973480001958	0
CEP55	0	0	0	0	0	3.01681318116075	0
CCNA2	0	0	0	0	0	4.38915854532889	0
CENPW	0	0	0	0	0	3.03449628814994	0
TYMS	0	0	0	0	0	3.3495563802773	1.79433564699209
CDCA5	0	0	0	0	0	3.17160613658263	0
CDT1	0	0	0	0	0	3.28181306567937	0
GTSE1	0	0	0	0	0	2.93770888988273	0
CDCA8	0	0	0	0	0	3.22167888633481	0
ASF1B	0	0	0	0	0	3.26795615099624	1.8215121236102
UBE2T	0	0	0	0	0	2.89620575930421	0
CDC20	0	0	0	0	0	3.89898869603857	0
CENPU	0	0	0	0	0	3.10954806505647	0
HMMR	0	0	0	0	0	3.06310319598564	0
CCNB2	0	0	0	0	0	3.59744667792228	0
FAM111B	0	0	0	0	0	3.02685480588218	0
CDCA3	0	0	0	0	0	3.36576455934337	0
MELK	0	0	0	0	0	3.31518620331178	0
TOP2A	0	0	0	0	0	3.22638770750409	0
MAD2L1	0	0	0	0	0	2.60001663153854	1.05681128416085
E2F2	0	0	0	0	0	3.14666366662417	0
CDKN3	0	0	0	0	0	2.87629882840875	0
PRC1	0	0	0	0	0	2.52882157106215	0
RAD51AP1	0	0	0	0	0	3.60004321219251	0
KIF14	0	0	0	0	0	3.1646186460885	0
TPX2	0	0	0	0	0	3.04514019871248	0
HIST1H2AJ	0	0	0	0	0	2.12065392604885	0
KIF18B	0	0	0	0	0	3.37722269507486	0
CDK1	0	0	0	0	0	3.2159251120018	0
DLGAP5	0	0	0	0	0	3.44370135562872	0
KIFC1	0	0	0	0	0	2.79700120803251	0
HJURP	0	0	0	0	0	3.39216537712477	0
CDC45	0	0	0	0	0	3.48983362977757	0
MCM10	0	0	0	0	0	3.01930315780016	0
NUF2	0	0	0	0	0	2.91877616125758	0
ASPM	0	0	0	0	0	2.93522518316537	0
DHFR	0	0	0	0	0	2.59701642696441	0
HIST1H1B	0	0	0	0	0	3.02168253096455	0
CLSPN	0	0	0	0	0	2.61312765834914	1.75722173310472
PRR11	0	0	0	0	0	3.06242235153542	0
BRCA1	0	0	0	0	0	3.42705654943184	0
CENPA	0	0	0	0	0	3.14875773722492	0
CKAP2L	0	0	0	0	0	3.2283807233576	0
DEPDC1B	0	0	0	0	0	3.20761272906098	0
SKA1	0	0	0	0	0	3.62653692453086	0
SMC2	0	0	0	0	0	2.61425586849918	1.2372206171422
PLK1	0	0	0	0	0	4.96532656146486	0
E2F1	0	0	0	0	0	3.07276671283766	0
NCAPG	0	0	0	0	0	2.46132967204005	0
TROAP	0	0	0	0	0	3.34881739958913	0
SHCBP1	0	0	0	0	0	2.77711553822479	0
EXO1	0	0	0	0	0	3.51545397763116	0
RMI2	0	0	0	0	0	2.60157626854366	0
GINS2	0	0	0	0	0	2.53721604682381	0
SKA3	0	0	0	0	0	3.06235483995785	0
MCM2	0	0	0	0	0	2.59400665216525	0
SPC25	0	0	0	0	0	3.1215241697329	0
KIF2C	0	0	0	0	0	2.61042744525642	0
SPAG5	0	0	0	0	0	2.61740215779221	0
GGH	0	0	0	0	0	2.58145625681886	0
RAD51	0	0	0	0	0	2.92264370563332	0
POC1A	0	0	0	0	0	3.02116805189846	0
CHEK1	0	0	0	0	0	2.58446124101581	0
KIF4A	0	0	0	0	0	3.60104913104639	0
RNASEH2A	0	0	0	0	0	2.5046368012007	1.50631192027579
UHRF1	0	0	0	0	0	2.25795438610997	0
KIF11	0	0	0	0	0	2.21774522029735	0
CASC5	0	0	0	0	0	2.87207076051508	0
HMGB3	0	0	0	0	0	2.77575830427605	0
WDR34	0	0	0	0	0	2.67362598764268	0
CIT	0	0	0	0	0	3.06016123805384	0
HIST1H2AI	0	0	0	0	0	2.37064152694312	0
DIAPH3	0	0	0	0	0	3.15768301247276	0
MCM4	0	0	0	0	0	2.03234836806439	0.699087696408276
CKS1B	0	0	0	0	0	2.45261871060179	1.03098330459579
ESCO2	0	0	0	0	0	2.0249584999995	0
PBK	0	0	0	0	0	3.2221616230589	0
SGOL1	0	0	0	0	0	3.02987503653152	0
KIF23	0	0	0	0	0	3.14114719332333	0
PYCR1	0	0	0	0	0	3.45430725557055	0
LIG1	0	0	0	0	0	1.86420330907443	0
TCF19	0	0	0	0	0	2.39544596934392	0
CENPF	0	0	0	0	0	2.50684632525746	0.445613096601977
FBXO5	0	0	0	0	0	2.09116144759868	0
NRM	0	0	0	0	0	2.26116325812462	0
CDCA7	0	0	0	0	0	1.89071882134088	0
DTL	0	0	0	0	0	2.34204755187284	0
FEN1	0	0	0	0	0	2.25485585115779	1.2194754600199
CHAF1A	0	0	0	0	0	1.91126639285552	0
CDC6	0	0	0	0	0	2.59838067640131	0
KIF15	0	0	0	0	0	3.11278358811438	0
CCDC34	0	0	0	0	0	1.92627258730882	0
FOXM1	0	0	0	0	0	2.17770070312257	0
FAM64A	0	0	0	0	0	3.67518747717979	0
HELLS	0	0	0	0	0	2.45591708474764	0
TIPIN	0	0	0	0	0	2.34070256559392	0
RPL39L	0	0	0	0	0	1.60251459893463	0
CCNF	0	0	0	0	0	1.71722966287237	0
FANCI	0	0	0	0	0	2.05639812450289	0
WDR76	0	0	0	0	0	1.70806502049181	1.05021770370533
PAQR4	0	0	0	0	0	2.01837458586751	0
CDC25A	0	0	0	0	0	2.24157241877098	0
CENPK	0	0	0	0	0	1.59723228982034	0
PRIM1	0	0	0	0	0	1.83709424525412	0
NDC80	0	0	0	0	0	2.20541595290647	0
DTYMK	0	0	0	0	0	2.07144504170182	0
MIS18A	0	0	0	0	0	1.83640263778579	0
NUDT1	0	0	0	0	0	1.61643023042366	0
MND1	0	0	0	0	0	2.68926891818319	0
KIAA1524	0	0	0	0	0	2.34237988674152	0
DSCC1	0	0	0	0	0	2.3400851235649	0
ORC6	0	0	0	0	0	2.56364816734299	0
SLC43A3	0	0	0	0	0	1.75295102024893	0
RFC3	0	0	0	0	0	2.12947596708422	0
CDCA2	0	0	0	0	0	3.06438192409357	0
FANCD2	0	0	0	0	0	1.76720377184069	0.714566299608019
OIP5	0	0	0	0	0	2.70892148588063	0
TIMELESS	0	0	0	0	0	2.12540133430237	0
APOBEC3B	0	0	0	0	0	3.7388118617962	0
MCM7	0	0	0	0	0	2.4303869056958	1.53459160561805
E2F7	0	0	0	0	0	2.9077200210672	0
CENPN	0	0	0	0	0	1.85290612312334	0
ACOT7	0	0	0	0	0	2.10048771354819	0.987735123837552
NCAPG2	0	0	0	0	0	1.50861856068203	0
TUBG1	0	0	0	0	0	1.97069153832853	0
BRCA2	0	0	0	0	0	2.18709952655526	0
RFC4	0	0	0	0	0	2.31884268623968	0
NEK2	0	0	0	0	0	2.60552605984491	0
CCNB1	0	0	0	0	0	2.75719221516488	0
C19orf48	0	0	0	0	0	1.72473034736861	0.679184565364683
AGMAT	0	0	0	0	0	1.63538331210876	0
PSAT1	0	0	0	0	0	2.29443745046316	0
TMEM106C	0	0	0	0	0	1.8835273298094	0.770408558775641
MCM5	0	0	0	0	0	2.290136787051	0
LMNB2	0	0	0	0	0	1.71324334969325	0
RFC2	0	0	0	0	0	1.91155188656986	0
CENPP	0	0	0	0	0	2.15882002098683	0
C16orf59	0	0	0	0	0	2.96320452831494	0
POLD3	0	0	0	0	0	1.77829942546467	0
ORC1	0	0	0	0	0	2.31302789700342	0
RECQL4	0	0	0	0	0	2.66335336617863	0
ANLN	0	0	0	0	0	2.68231792061276	0
MTFR2	0	0	0	0	0	2.54353479751648	0
SLC25A10	0	0	0	0	0	2.48193340652529	0
CENPE	0	0	0	0	0	2.95337347956081	0
CENPO	0	0	0	0	0	2.2472019203843	0
PARPBP	0	0	0	0	0	2.09817131374513	0
HIST1H2AM	0	0	0	0	0	0.745325045955763	0
SAE1	0	0	0	0	0	1.74955367705204	0
GMNN	0	0	0	0	0	1.77661991080842	1.3977280875084
RFC5	0	0	0	0	0	1.75187285381798	0
ATAD2	0	0	0	0	0	1.81518813948554	0
DSN1	0	0	0	0	0	1.9213430915998	1.43007803823672
POLD1	0	0	0	0	0	1.49997267013079	0
CENPM	0	0	0	0	0	1.79445958563779	0
DCTPP1	0	0	0	0	0	1.86698145165041	0
FANCG	0	0	0	0	0	1.28243323326017	0
C21orf58	0	0	0	0	0	1.52950321480353	0
HIRIP3	0	0	0	0	0	1.48228834015642	0
ACTL6A	0	0	0	0	0	1.41563135096838	0.392498862765665
TTK	0	0	0	0	0	1.89759197396957	0
MCM8	0	0	0	0	0	1.69768244513289	0
PLK4	0	0	0	0	0	3.05044499218498	0
HAUS4	0	0	0	0	0	1.32739884952985	0
MCM3	0	0	0	0	0	1.84765993637334	0
APITD1	0	0	0	0	0	2.08081727858885	0
CHAF1B	0	0	0	0	0	1.77393014840175	0
RACGAP1	0	0	0	0	0	2.00023091987226	0
TRIP13	0	0	0	0	0	2.10072873504258	0
KIF22	0	0	0	0	0	1.69499153266405	0
HAUS1	0	0	0	0	0	1.42462067051867	0
CENPH	0	0	0	0	0	1.87896081712543	0
RAD51C	0	0	0	0	0	1.58256034114019	0.53118268967804
NCAPD2	0	0	0	0	0	1.1945176837849	0
SAC3D1	0	0	0	0	0	1.9308919825418	0
CDCA7L	0	0	0	0	0	1.46347222905455	0
PXMP2	0	0	0	0	0	1.26897833974571	0
GCSH	0	0	0	0	0	1.30274277017183	0
INCENP	0	0	0	0	0	1.85108877838571	0
NCAPH	0	0	0	0	0	1.55569492429286	0
BCL2L12	0	0	0	0	0	1.41088059993129	0
FAM72B	0	0	0	0	0	1.46813723102285	0
BUB1	0	0	0	0	0	2.40073312059045	0
PHGDH	0	0	0	0	0	3.22500565682703	0
SHMT2	0	0	0	0	0	1.57139330191691	0
SPDL1	0	0	0	0	0	1.76119589743434	0
SLC29A1	0	0	0	0	0	2.43544990798797	0
AURKA	0	0	0	0	0	1.57454796777071	0
RMI1	0	0	0	0	0	1.41312530772791	0
NUP37	0	0	0	0	0	1.41333835794323	0
BUB1B	0	0	0	0	0	2.19679987443802	0
ATAD5	0	0	0	0	0	2.01397862434434	0
NEIL3	0	0	0	0	0	2.25900950847189	0
XRCC1	0	0	0	0	0	1.4047331734195	0
HADH	0	0	0	0	0	1.69776276527568	0
YEATS4	0	0	0	0	0	1.47593925447534	0
STMN1	0	0	0	0	0	2.30937479336626	1.01456958797253
BOLA3	0	0	0	0	0	1.26225134817647	0
HIST1H2AH	0	0	0	0	0	1.10000609094878	0
LRRC42	0	0	0	0	0	1.50890662830994	0
SHMT1	0	0	0	0	0	1.4664226195254	0
LRR1	0	0	0	0	0	1.41471568430818	0
BARD1	0	0	0	0	0	1.38762970105667	1.17636717041232
STIL	0	0	0	0	0	2.0126996591348	0
XRCC4	0	0	0	0	0	1.79825502126715	0
COQ5	0	0	0	0	0	1.45339586154877	0
MAD2L2	0	0	0	0	0	1.11257308296127	0.817693322759463
GSTM1	0	0	0	0	0	1.44617316734607	0
SKA2	0	0	0	0	0	1.54028807451801	0
CCDC58	0	0	0	0	0	1.8118978465695	0
MYL6B	0	0	0	0	0	1.34558909269309	0
FAM72D	0	0	0	0	0	0.740130074899911	0
E2F8	0	0	0	0	0	2.21933886059432	0
KNSTRN	0	0	0	0	0	2.10724996671354	0
GGCT	0	0	0	0	0	1.45378145207017	0
CENPQ	0	0	0	0	0	1.2960799161021	0
WDR18	0	0	0	0	0	1.3486850917698	0
CLN6	0	0	0	0	0	1.67799491676514	0
SGOL2	0	0	0	0	0	1.42951468800345	0
HAUS8	0	0	0	0	0	1.47900127645877	0
VRK1	0	0	0	0	0	1.37744219760733	0.540229207313056
THOC6	0	0	0	0	0	1.08461064320272	0
C17orf53	0	0	0	0	0	1.87863914191688	0
MRPL17	0	0	0	0	0	1.14797410405153	0
TOMM40	0	0	0	0	0	1.38154836201849	0
NME1	0	0	0	0	0	2.04895211387833	0
STRA13	0	0	0	0	0	1.40898725555645	0
PAICS	0	0	0	0	0	2.050422452526	0
ERAL1	0	0	0	0	0	1.48824167954486	0
PSMC3IP	0	0	0	0	0	2.17469137186692	0
ZDHHC12	0	0	0	0	0	1.34266448999496	0
POLR3K	0	0	0	0	0	1.45284748405919	1.32395456588852
SEPHS1	0	0	0	0	0	1.51023387441633	0
ICMT	0	0	0	0	0	0.822006951729644	0
CKAP5	0	0	0	0	0	1.27671820370883	0
MTHFD1	0	0	0	0	0	1.56652740724134	0
MRPL42	0	0	0	0	0	1.12745206969389	0
IFI27L1	0	0	0	0	0	1.43108286242357	0
FDPS	0	0	0	0	0	1.37044587930287	0
TUBB	0	0	0	0	0	2.37588375695531	0.792899546466797
POP4	0	0	0	0	0	1.3264338287184	0
CHAC2	0	0	0	0	0	1.26714738030956	0
TMEM97	0	0	0	0	0	1.8019691723851	0
NABP2	0	0	0	0	0	1.12786366863093	0.874394967134502
EMC9	0	0	0	0	0	1.58971925403934	0
NUP85	0	0	0	0	0	1.17693085450793	0
MYCBP	0	0	0	0	0	0.889764788937392	0.676940361615429
C3orf14	0	0	0	0	0	1.56096478849163	0
POLA1	0	0	0	0	0	1.82830896148139	0
PCNA	0	0	0	0	0	1.75758627206758	0.684724331995032
SAPCD2	0	0	0	0	0	1.2079285457199	0
DCLRE1C	0	0	0	0	0	1.42247307400153	0
EXOSC9	0	0	0	0	0	1.36705346050472	0
FANCB	0	0	0	0	0	1.57892049214827	0
LMNB1	0	0	0	0	0	1.13237086930915	0.581983358382276
TCTEX1D2	0	0	0	0	0	1.17683851547388	0
GEMIN6	0	0	0	0	0	1.34293880218647	0
VPS25	0	0	0	0	0	1.40598745713103	0
BATF3	0	0	0	0	0	2.28853252861084	0
LSM5	0	0	0	0	0	1.13951195702261	0
ALYREF	0	0	0	0	0	1.41010714896357	0
LOC100506100	0	0	0	0	0	1.22509762480749	0
UCK2	0	0	0	0	0	1.38548615611905	0
PPIL1	0	0	0	0	0	1.43331221012052	0
HINT2	0	0	0	0	0	0.919901070879444	0.838009334485989
CDK5	0	0	0	0	0	1.16207824990841	0
C4orf27	0	0	0	0	0	1.12889862862766	0
ACYP1	0	0	0	0	0	1.28569501838068	0
DCPS	0	0	0	0	0	1.31472113757863	0
SNRNP25	0	0	0	0	0	1.31354630920371	1.08711929543238
PCCB	0	0	0	0	0	0.852461931044057	0
C9orf40	0	0	0	0	0	1.08075792788875	0
MRTO4	0	0	0	0	0	1.58270377323532	0
TOR3A	0	0	0	0	0	1.07653563932866	0
MPDU1	0	0	0	0	0	1.31007338163775	0
MRPL13	0	0	0	0	0	1.2902650599076	0
MRPL39	0	0	0	0	0	1.256806060224	0
PARP2	0	0	0	0	0	1.56779583040285	0
PHF19	0	0	0	0	0	1.40658230978834	0
SSRP1	0	0	0	0	0	1.21426503398108	1.36724110616272
MSH2	0	0	0	0	0	0.887519827679256	0
POLD2	0	0	0	0	0	1.30945065428459	0.505957714982955
PPIH	0	0	0	0	0	1.01885712236564	0
NUTF2	0	0	0	0	0	0.998259411392002	0
ICT1	0	0	0	0	0	1.33551009616555	0
MRPL37	0	0	0	0	0	1.24378774614644	0
MRPL27	0	0	0	0	0	1.08841738919943	0
TMEM237	0	0	0	0	0	1.45930349237199	0
SLC27A2	0	0	0	0	0	1.56192149803667	0
ZAK	0	0	0	0	0	2.21832378293095	0
MUS81	0	0	0	0	0	1.29190284418907	0
NCAPH2	0	0	0	0	0	1.55019357204903	0
TSTA3	0	0	0	0	0	0.923261143813684	0.505981377513772
RBBP7	0	0	0	0	0	1.2324625742244	0.640506614269905
TPGS2	0	0	0	0	0	1.08364866263039	0
BOP1	0	0	0	0	0	1.34691651577841	0
LMCD1	0	0	0	0	0	1.44894960641475	0
GEN1	0	0	0	0	0	1.57753330346241	0
WDHD1	0	0	0	0	0	1.67385130795853	0
NCAPD3	0	0	0	0	0	1.0824256907061	0
NUP93	0	0	0	0	0	0.808931313850875	0
RPL26L1	0	0	0	0	0	1.26579051741695	0
RCC1	0	0	0	0	0	1.4652305160475	0
SFXN2	0	0	0	0	0	1.83625918892627	0
MRPL3	0	0	0	0	0	1.1055924492474	0
CDK4	0	0	0	0	0	1.28008853584219	0
MRPL15	0	0	0	0	0	1.41372162677135	0
CPPED1	0	0	0	0	0	1.17064021620726	0
TTF2	0	0	0	0	0	1.2519859798335	0
DPP3	0	0	0	0	0	1.3314351516064	0
NPM3	0	0	0	0	0	1.5162983165348	0
MAGOHB	0	0	0	0	0	0.947161493282488	1.02708689748844
LSM2	0	0	0	0	0	0.99616417309945	0.678075071904216
AHCY	0	0	0	0	0	1.4716673406295	0
ZNF367	0	0	0	0	0	2.13970760369374	0
DNAJC9	0	0	0	0	0	1.38045307159387	0.385038772026291
ADSL	0	0	0	0	0	1.21263605055195	0
SNRPA1	0	0	0	0	0	1.4628689884573	0
RNF26	0	0	0	0	0	0.848905825430526	0
MZT1	0	0	0	0	0	1.20197375275214	0
EXOSC8	0	0	0	0	0	1.25043628717085	0.651006777153389
RRM1	0	0	0	0	0	1.01795580079789	0
NSMCE4A	0	0	0	0	0	1.04051929807127	0.46910551902749
LSM4	0	0	0	0	0	1.16202555659492	0.505562763604447
SNRPA	0	0	0	0	0	0.975501847619729	0
RNASEH2B	0	0	0	0	0	1.12062358423131	0
PDF	0	0	0	0	0	1.16791366508203	0
CPSF2	0	0	0	0	0	0.671256209950347	0
ATAD3A	0	0	0	0	0	1.16239491273778	0
PSMG1	0	0	0	0	0	1.07518490811996	0
MRPL35	0	0	0	0	0	1.17934197757584	0
MTCH2	0	0	0	0	0	1.02767430427915	0
CSTF2	0	0	0	0	0	1.13333381378313	0
SASS6	0	0	0	0	0	0.820223271556815	0
EXOSC7	0	0	0	0	0	1.00911383442627	0
SAMM50	0	0	0	0	0	0.830332935388425	0
PSMC3	0	0	0	0	0	1.32427474291044	0.459592577116389
ACAT2	0	0	0	0	0	1.12341610237767	0
RANBP1	0	0	0	0	0	1.66601070309884	0.578991775300469
ELP5	0	0	0	0	0	0.781273982698691	0
EEF1E1	0	0	0	0	0	1.20913527770369	0
DUT	0	0	0	0	0	1.34939243084909	0
NT5DC2	0	0	0	0	0	2.23628343678142	0
HN1L	0	0	0	0	0	1.02108137386843	0
RUVBL2	0	0	0	0	0	1.13575709865061	0.635365802143506
LOC642846	0	0	0	0	0	1.91974063881556	0
ATP5SL	0	0	0	0	0	0.890205130155171	0
ETFB	0	0	0	0	0	0.873606039988078	0
MRPL11	0	0	0	0	0	0.825265252990929	0
ECT2	0	0	0	0	0	2.02790426284601	0
COPRS	0	0	0	0	0	1.43768200367976	0
CCNE1	0	0	0	0	0	2.00735451353884	0
EIF4EBP1	0	0	0	0	0	0.871424334079802	0.910371495562813
CHCHD4	0	0	0	0	0	1.01290707074741	0
SAAL1	0	0	0	0	0	1.35907188899597	0
POLA2	0	0	0	0	0	1.08852589397671	0
DPM2	0	0	0	0	0	1.07752628581629	0
C1orf131	0	0	0	0	0	0.99143897196902	0
UBAC1	0	0	0	0	0	1.12168643406898	0
ENOSF1	0	0	0	0	0	0.558305620490815	0
HMGB2	0	0	0	0	0	1.91912170266568	0
EIF2B2	0	0	0	0	0	1.38298738353413	0
MITD1	0	0	0	0	0	0.841125373761434	0
POLR2H	0	0	0	0	0	1.12033071489775	0
TMEM14A	0	0	0	0	0	0.64700814219595	0
MTX2	0	0	0	0	0	1.17846718989176	0
ARMC6	0	0	0	0	0	1.2420303484548	0
PFDN4	0	0	0	0	0	0.931988106413766	0
YIF1B	0	0	0	0	0	1.02647628158083	0
RHNO1	0	0	0	0	0	0.780581731161393	0
ARMC1	0	0	0	0	0	0.859984424846803	0
LAGE3	0	0	0	0	0	0.677302665666572	0
POP7	0	0	0	0	0	0.894070076330772	0.888907964349859
NUDT21	0	0	0	0	0	1.10243240543012	0
BCAT1	0	0	0	0	0	2.40185282297888	0
HMGN2	0	0	0	0	0	1.76688451292383	0.755037620285469
WBP4	0	0	0	0	0	0.920819146982851	0
ADCY3	0	0	0	0	0	1.29366202585146	0
POLE2	0	0	0	0	0	1.58787091038364	0
SNRPE	0	0	0	0	0	1.43140227228575	0
CDCA4	0	0	0	0	0	1.26256985415376	0
CMSS1	0	0	0	0	0	1.24159815768915	0
ACAD9	0	0	0	0	0	0.905839911913487	0
CHCHD1	0	0	0	0	0	0.893838721109048	0
WDR77	0	0	0	0	0	1.16524900646563	0
MRPS10	0	0	0	0	0	0.939253682183384	0
CDKN2AIPNL	0	0	0	0	0	0.895173060587113	0
DDX39A	0	0	0	0	0	1.38796948174379	0
DESI1	0	0	0	0	0	1.35634745904507	0
TSFM	0	0	0	0	0	0.824447706685415	0
WEE1	0	0	0	0	0	0.642017487369635	0
C12orf45	0	0	0	0	0	1.03768547171138	0
C14orf80	0	0	0	0	0	1.0012944331893	0
CYC1	0	0	0	0	0	1.10436059951887	0.750729149352113
WBSCR16	0	0	0	0	0	0.518526007919786	0
ARL3	0	0	0	0	0	1.29337552689545	0
HMBS	0	0	0	0	0	1.52102361544368	0
C1orf112	0	0	0	0	0	1.29865417171827	0
SMIM4	0	0	0	0	0	0.711083383084675	0
MTIF2	0	0	0	0	0	0.63509635195284	0
PHB2	0	0	0	0	0	1.39840067696579	0
TRAP1	0	0	0	0	0	1.27595292792116	0
PFDN6	0	0	0	0	0	0.70125879057718	0
TEX30	0	0	0	0	0	0.937499609387162	0.363499556058992
DERA	0	0	0	0	0	0.949678508037124	0
TPRKB	0	0	0	0	0	0.74117630428248	0
GLO1	0	0	0	0	0	0.443482393762417	0
FAM207A	0	0	0	0	0	1.1032223235555	0
SCCPDH	0	0	0	0	0	1.28570973812561	0
PAFAH1B3	0	0	0	0	0	0.893284008148309	0
MRPL22	0	0	0	0	0	1.04004267402661	0.591529252866992
SLC19A1	0	0	0	0	0	1.92013919285388	0
THOP1	0	0	0	0	0	1.26363522793937	0
BCKDK	0	0	0	0	0	1.14550316442836	0
ATAD3B	0	0	0	0	0	0.881731051020534	0
NUDCD2	0	0	0	0	0	0.718573959835517	0
MXD3	0	0	0	0	0	1.73740409145383	0
MTHFD1L	0	0	0	0	0	1.1207893679724	0
EMC3-AS1	0	0	0	0	0	1.69693210165302	0
DPYSL2	0	0	0	0	0	0.939805632338928	0
ANP32A	0	0	0	0	0	0.888609272052306	0
RAD1	0	0	0	0	0	0.763393777436868	1.08583782595557
SNX8	0	0	0	0	0	0.809750358283456	0
NCKIPSD	0	0	0	0	0	1.62745127605613	0
FBXO22	0	0	0	0	0	1.34029408588249	0
MRPL49	0	0	0	0	0	0.427726007567201	0
MRPL51	0	0	0	0	0	1.18160642443005	0.362200257177084
FAM96A	0	0	0	0	0	0.698624553481687	0
HAT1	0	0	0	0	0	0.865059574680274	0
HDDC2	0	0	0	0	0	0.904938699224252	0
RAD54L	0	0	0	0	0	1.04213015075944	0
CDC123	0	0	0	0	0	1.18145492039671	0
DHRS4L2	0	0	0	0	0	1.26249018769432	0
SUV39H1	0	0	0	0	0	0.830733711950836	0
MLST8	0	0	0	0	0	0.904529211391683	0
MMS22L	0	0	0	0	0	1.18816016100463	0
PAK1	0	0	0	0	0	0.752457512310449	0
FKBP3	0	0	0	0	0	1.09770784485057	0
LSM3	0	0	0	0	0	0.998891343517657	0.253213952573525
FH	0	0	0	0	0	1.39574658559107	0
THOC5	0	0	0	0	0	0.653925466894536	0
MRPS7	0	0	0	0	0	0.72706651875559	0
MTERF3	0	0	0	0	0	1.13193307157106	0
KIF18A	0	0	0	0	0	1.31216406231684	0
RNASEH1	0	0	0	0	0	0.826872954285268	0
CINP	0	0	0	0	0	1.14042575857305	0
ANAPC15	0	0	0	0	0	0.851563629475	0
FIBP	0	0	0	0	0	0.881405105885604	0.712157634202873
SMIM20	0	0	0	0	0	1.11712871639866	0
SFXN4	0	0	0	0	0	1.32444243217116	0
NIT2	0	0	0	0	0	1.00204427599206	0
WDR4	0	0	0	0	0	1.79851361697718	0
NDUFB3	0	0	0	0	0	1.17417348407199	0
DONSON	0	0	0	0	0	1.45935505640088	0
MRPL16	0	0	0	0	0	0.877583576730205	0.312105274638532
SAMD1	0	0	0	0	0	1.14508322066186	0
TACO1	0	0	0	0	0	0.775162199112572	0
MRPS16	0	0	0	0	0	0.915626305925845	0.800406596336485
DHCR24	0	0	0	0	0	1.19695136946175	0
AKR1A1	0	0	0	0	0	0.91180021710285	0
FARSB	0	0	0	0	0	0.915447432321894	0
NUP35	0	0	0	0	0	0.972452388318272	0
THOC7	0	0	0	0	0	0.929673901430677	0
NET1	0	0	0	0	0	0.940737202035981	0
TIMM8B	0	0	0	0	0	0.720243821484638	0
AIFM1	0	0	0	0	0	1.16618037493117	0
MRPS18C	0	0	0	0	0	0.730164222983877	0
MRPL28	0	0	0	0	0	0.829436033999298	0
SNAP47	0	0	0	0	0	0.928913555806103	0
MRPS33	0	0	0	0	0	0.9851733971203	0
SGTA	0	0	0	0	0	0.718638043519394	0
TIMMDC1	0	0	0	0	0	0.553005198604415	0
ITGB3BP	0	0	0	0	0	0.791063196532344	0
NTHL1	0	0	0	0	0	1.0566981808053	0
MRPS11	0	0	0	0	0	0.665971314781825	0.799990435837876
DOHH	0	0	0	0	0	1.1103259332652	0
MRPL21	0	0	0	0	0	0.772007269192213	0
HIST1H1E	0	0	0	0	0	1.53977255418735	0.561096590596557
FTSJ2	0	0	0	0	0	0.666408180699309	0
CARHSP1	0	0	0	0	0	1.07112654940551	0.757431515729135
ANP32B	0	0	0	0	0	1.423434537953	0
CD38	0	0	0	0	0	1.04454751578051	1.74515212232143
UQCRC1	0	0	0	0	0	0.967300525712828	0
HDGFRP2	0	0	0	0	0	0.607189415713463	0
DAZAP1	0	0	0	0	0	0.830704484675563	0
AAAS	0	0	0	0	0	0.819297844063141	0
MARS	0	0	0	0	0	0.846232133709006	0
CMAS	0	0	0	0	0	1.05636644631553	0
WHSC1	0	0	0	0	0	1.00449637134689	1.4854893037264
RER1	0	0	0	0	0	0.859488874905878	0
MT1X	0	0	0	0	0	0.767741892871876	0
AP2S1	0	0	0	0	0	0.892049442990189	0
TXNDC9	0	0	0	0	0	0.691903043414311	0
WARS	0	0	0	0	0	0.831224789942247	1.8376331438643
SMC1A	0	0	0	0	0	0.872275150251112	0.570377790293833
CEP152	0	0	0	0	0	1.23988939287545	1.3647300220786
BYSL	0	0	0	0	0	1.42151120485819	0
CHCHD5	0	0	0	0	0	0.302285229301352	0
TIMM13	0	0	0	0	0	1.31901495752212	0.46420785881494
MRPL46	0	0	0	0	0	1.24194626073327	0
CPSF4	0	0	0	0	0	0.993936293754245	0
NELFE	0	0	0	0	0	0.860756607530332	0
CDK2	0	0	0	0	0	1.23325957367486	0
MGME1	0	0	0	0	0	1.36765502588572	0
PPP5C	0	0	0	0	0	0.638287177926429	0
C16orf87	0	0	0	0	0	0.942607668074131	0
ARL1	0	0	0	0	0	0.717572470783518	0
HMGA1	0	0	0	0	0	1.30591325090645	0
PDZD11	0	0	0	0	0	0.824487756480413	0
ISOC2	0	0	0	0	0	1.03096479517429	0
PFDN1	0	0	0	0	0	0.894388331834645	0
TUBA1B	0	0	0	0	0	1.5775885118547	0.746277692383055
WIBG	0	0	0	0	0	0.946922882425914	0
CCNE2	0	0	0	0	0	1.2721396050154	0
PNPO	0	0	0	0	0	0.764202941029631	0
WRAP53	0	0	0	0	0	0.906353187013909	0
STOML2	0	0	0	0	0	0.943785053082314	0
COASY	0	0	0	0	0	0.883762405059668	0.836171106393861
MRPS15	0	0	0	0	0	1.03395926109961	0
BRI3BP	0	0	0	0	0	0.565334222446328	0
TOPBP1	0	0	0	0	0	0.475662964693586	0
COA4	0	0	0	0	0	0.913090564778074	0
HMGB1	0	0	0	0	0	1.29866908709084	0
